movie_title,genres,plot_keywords,imdb_score,duration,imdb_score_norm,duration_norm,clean_genres,clean_keywords,embedding_data
Drowning Mona ,Comedy|Crime|Mystery,crying woman|plot|suspect|waitress|younger man older woman relationship,5.6,96.0,0.5194805194805194,0.17658730158730157,Comedy Crime Mystery,crying woman plot suspect waitress younger man older woman relationship,drowning mona  crying woman plot suspect waitress younger man older woman relationship genre: Comedy Crime Mystery
Radio Days ,Comedy,beach|cigarette girl|radio|woman holding a baby|working class,7.6,88.0,0.7792207792207791,0.1607142857142857,Comedy,beach cigarette girl radio woman holding a baby working class,radio days  beach cigarette girl radio woman holding a baby working class genre: Comedy
Left Behind ,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,3.1,110.0,0.1948051948051948,0.20436507936507936,Action Drama Fantasy Mystery Thriller,bible quote chaos faith riot shrine,left behind  bible quote chaos faith riot shrine genre: Action Drama Fantasy Mystery Thriller
Remember Me ,Drama|Romance,binge drinking|new york|new york city|september 11 2001|suicide,7.2,113.0,0.7272727272727273,0.2103174603174603,Drama Romance,binge drinking new york new york city september 11 2001 suicide,remember me  binge drinking new york new york city september 11 2001 suicide genre: Drama Romance
How to Deal ,Comedy|Drama|Romance,best friend|high school|mother|sister|wedding,5.7,101.0,0.5324675324675324,0.18650793650793648,Comedy Drama Romance,best friend high school mother sister wedding,how to deal  best friend high school mother sister wedding genre: Comedy Drama Romance
My Stepmother Is an Alien ,Comedy|Romance|Sci-Fi,alien|earth|female alien|mission|secret,5.2,105.0,0.4675324675324676,0.19444444444444442,Comedy Romance Sci-Fi,alien earth female alien mission secret,my stepmother is an alien  alien earth female alien mission secret genre: Comedy Romance Sci-Fi
Philadelphia ,Drama,aids|city name in title|gay|homophobia|lawyer,7.7,125.0,0.7922077922077921,0.2341269841269841,Drama,aids city name in title gay homophobia lawyer,philadelphia  aids city name in title gay homophobia lawyer genre: Drama
The Thirteenth Floor ,Mystery|Sci-Fi|Thriller,amnesia|barricade|letter|time|virtual reality,7.0,100.0,0.7012987012987012,0.1845238095238095,Mystery Sci-Fi Thriller,amnesia barricade letter time virtual reality,the thirteenth floor  amnesia barricade letter time virtual reality genre: Mystery Sci-Fi Thriller
The Cookout ,Comedy,flatulence|interracial marriage|marriage,3.6,97.0,0.2597402597402597,0.17857142857142855,Comedy,flatulence interracial marriage marriage,the cookout  flatulence interracial marriage marriage genre: Comedy
Meteor ,Action|Drama|Sci-Fi|Thriller,asteroid|meteor|nasa|nuclear weapon|satellite,4.9,108.0,0.4285714285714286,0.20039682539682538,Action Drama Sci-Fi Thriller,asteroid meteor nasa nuclear weapon satellite,meteor  asteroid meteor nasa nuclear weapon satellite genre: Action Drama Sci-Fi Thriller
Duets ,Comedy|Drama|Music,convict|karaoke|middle america|salesman|singer,6.0,112.0,0.5714285714285714,0.20833333333333331,Comedy Drama Music,convict karaoke middle america salesman singer,duets  convict karaoke middle america salesman singer genre: Comedy Drama Music
Hollywood Ending ,Comedy|Romance,blind|director|psychosomatic blindness|self deprecating|studio,6.6,112.0,0.6493506493506492,0.20833333333333331,Comedy Romance,blind director psychosomatic blindness self deprecating studio,hollywood ending  blind director psychosomatic blindness self deprecating studio genre: Comedy Romance
Detroit Rock City ,Comedy|Music,band|concert|high school|kiss|teenager,6.8,95.0,0.6753246753246752,0.1746031746031746,Comedy Music,band concert high school kiss teenager,detroit rock city  band concert high school kiss teenager genre: Comedy Music
Highlander ,Action|Adventure|Fantasy,combat|head cut off|immortal|scotland|swordsman,7.2,110.0,0.7272727272727273,0.20436507936507936,Action Adventure Fantasy,combat head cut off immortal scotland swordsman,highlander  combat head cut off immortal scotland swordsman genre: Action Adventure Fantasy
Things We Lost in the Fire ,Drama,best friend|dinner|garage|narcotics anonymous|recovery,7.2,118.0,0.7272727272727273,0.22023809523809523,Drama,best friend dinner garage narcotics anonymous recovery,things we lost in the fire  best friend dinner garage narcotics anonymous recovery genre: Drama
Steel ,Action|Crime|Sci-Fi,fight|gang|junkyard|military|soldier,2.8,97.0,0.1558441558441558,0.17857142857142855,Action Crime Sci-Fi,fight gang junkyard military soldier,steel  fight gang junkyard military soldier genre: Action Crime Sci-Fi
The Immigrant ,Drama|Romance,immigrant|immigration|magician|money|prostitution,6.6,120.0,0.6493506493506492,0.2242063492063492,Drama Romance,immigrant immigration magician money prostitution,the immigrant  immigrant immigration magician money prostitution genre: Drama Romance
The White Countess ,Drama|History|Romance|War,countess|diplomat|japanese|russian|shanghai,6.7,135.0,0.6623376623376623,0.25396825396825395,Drama History Romance War,countess diplomat japanese russian shanghai,the white countess  countess diplomat japanese russian shanghai genre: Drama History Romance War
Trance ,Crime|Drama|Mystery|Thriller,amnesia|criminal|heist|hypnotherapy|lost painting,7.0,101.0,0.7012987012987012,0.18650793650793648,Crime Drama Mystery Thriller,amnesia criminal heist hypnotherapy lost painting,trance  amnesia criminal heist hypnotherapy lost painting genre: Crime Drama Mystery Thriller
Soul Plane ,Comedy,airline|airplane|bathroom|sex|toilet,4.4,92.0,0.36363636363636365,0.16865079365079363,Comedy,airline airplane bathroom sex toilet,soul plane  airline airplane bathroom sex toilet genre: Comedy
Welcome to the Sticks ,Comedy|Romance,alcohol|alcoholic drink|drunken man|france|provence,7.1,106.0,0.7142857142857142,0.1964285714285714,Comedy Romance,alcohol alcoholic drink drunken man france provence,welcome to the sticks  alcohol alcoholic drink drunken man france provence genre: Comedy Romance
Good ,Drama|Romance|War,censorship|children|corpse|heil hitler|suffering,6.2,92.0,0.5974025974025974,0.16865079365079363,Drama Romance War,censorship children corpse heil hitler suffering,good  censorship children corpse heil hitler suffering genre: Drama Romance War
Enter the Void ,Drama|Fantasy,drug deal|drugs|explicit sex|love|stripper,7.3,161.0,0.7402597402597402,0.3055555555555555,Drama Fantasy,drug deal drugs explicit sex love stripper,enter the void  drug deal drugs explicit sex love stripper genre: Drama Fantasy
Vamps ,Comedy|Horror|Romance,murder|new york city|one word title|vampire|vampire slayer,5.1,92.0,0.4545454545454545,0.16865079365079363,Comedy Horror Romance,murder new york city one word title vampire vampire slayer,vamps  murder new york city one word title vampire vampire slayer genre: Comedy Horror Romance
Hachi: A Dog's Tale ,Drama|Family,dog|human animal relationship|japanese|loyalty|waiting,8.1,93.0,0.844155844155844,0.1706349206349206,Drama Family,dog human animal relationship japanese loyalty waiting,hachi: a dog's tale  dog human animal relationship japanese loyalty waiting genre: Drama Family
Zulu ,Crime|Drama|Thriller,apartheid|corpse|male nudity|murder|police officer,6.7,110.0,0.6623376623376623,0.20436507936507936,Crime Drama Thriller,apartheid corpse male nudity murder police officer,zulu  apartheid corpse male nudity murder police officer genre: Crime Drama Thriller
The Homesman ,Drama|Western,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,6.6,122.0,0.6493506493506492,0.22817460317460314,Drama Western,abusive marriage pastor prison wagon roast pig suicide by hanging,the homesman  abusive marriage pastor prison wagon roast pig suicide by hanging genre: Drama Western
Juwanna Mann ,Comedy|Drama|Romance|Sport,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,4.5,91.0,0.37662337662337664,0.16666666666666666,Comedy Drama Romance Sport,basketball dodge viper hit in the crotch male nudity the star spangled banner,juwanna mann  basketball dodge viper hit in the crotch male nudity the star spangled banner genre: Comedy Drama Romance Sport
Lilyhammer             ,Comedy|Crime|Drama,mafia|mob|norway|steve|van,8.1,45.0,0.844155844155844,0.07539682539682538,Comedy Crime Drama,mafia mob norway steve van,lilyhammer              mafia mob norway steve van genre: Comedy Crime Drama
Ararat ,Drama|War,armenian|armenian genocide|customs agent|genocide|prayer,6.6,115.0,0.6493506493506492,0.21428571428571427,Drama War,armenian armenian genocide customs agent genocide prayer,ararat  armenian armenian genocide customs agent genocide prayer genre: Drama War
Madison ,Drama|Sport,boat racing|hydroplane|loyalty|one word title|scolding,6.5,94.0,0.6363636363636364,0.17261904761904762,Drama Sport,boat racing hydroplane loyalty one word title scolding,madison  boat racing hydroplane loyalty one word title scolding genre: Drama Sport
Slow Burn ,Drama|Mystery|Thriller,district attorney|interview|murder|prosecutor|reporter,5.9,93.0,0.5584415584415584,0.1706349206349206,Drama Mystery Thriller,district attorney interview murder prosecutor reporter,slow burn  district attorney interview murder prosecutor reporter genre: Drama Mystery Thriller
Wasabi ,Action|Comedy|Crime|Drama|Thriller,french|inheritance|japan|letter|police detective hero,6.6,94.0,0.6493506493506492,0.17261904761904762,Action Comedy Crime Drama Thriller,french inheritance japan letter police detective hero,wasabi  french inheritance japan letter police detective hero genre: Action Comedy Crime Drama Thriller
Slither ,Comedy|Horror|Sci-Fi,alien|b movie|sex|slug|small town,6.5,95.0,0.6363636363636364,0.1746031746031746,Comedy Horror Sci-Fi,alien b movie sex slug small town,slither  alien b movie sex slug small town genre: Comedy Horror Sci-Fi
Beverly Hills Cop ,Action|Comedy|Crime,drug dealer|drugs|murder|police brutality|police shootout,7.3,105.0,0.7402597402597402,0.19444444444444442,Action Comedy Crime,drug dealer drugs murder police brutality police shootout,beverly hills cop  drug dealer drugs murder police brutality police shootout genre: Action Comedy Crime
Home Alone ,Comedy|Family,airport|child protagonist|child swearing|christmas|home alone,7.5,103.0,0.7662337662337662,0.19047619047619047,Comedy Family,airport child protagonist child swearing christmas home alone,home alone  airport child protagonist child swearing christmas home alone genre: Comedy Family
3 Men and a Baby ,Comedy|Drama|Family,1980s|baby|heroin|package|questioned by police,5.9,102.0,0.5584415584415584,0.1884920634920635,Comedy Drama Family,1980s baby heroin package questioned by police,3 men and a baby  1980s baby heroin package questioned by police genre: Comedy Drama Family
Tootsie ,Comedy|Drama|Romance,actor|actress|friend|love|reputation,7.4,116.0,0.7532467532467533,0.21626984126984125,Comedy Drama Romance,actor actress friend love reputation,tootsie  actor actress friend love reputation genre: Comedy Drama Romance
Top Gun ,Action|Drama|Romance,flying|gay subtext|machismo|male objectification|pilot,6.9,110.0,0.6883116883116883,0.20436507936507936,Action Drama Romance,flying gay subtext machismo male objectification pilot,top gun  flying gay subtext machismo male objectification pilot genre: Action Drama Romance
"Crouching Tiger, Hidden Dragon ",Action|Drama|Romance,bare midriff|china|magical realism|martial arts|sword,7.9,120.0,0.8181818181818182,0.2242063492063492,Action Drama Romance,bare midriff china magical realism martial arts sword,"crouching tiger, hidden dragon  bare midriff china magical realism martial arts sword genre: Action Drama Romance"
American Beauty ,Drama,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,8.4,122.0,0.8831168831168831,0.22817460317460314,Drama,domestic violence drug dealer homosexuality midlife crisis unfaithfulness,american beauty  domestic violence drug dealer homosexuality midlife crisis unfaithfulness genre: Drama
The King's Speech ,Biography|Drama|History|Romance,king|king george vi|speech|speech therapist|throne,8.0,118.0,0.8311688311688311,0.22023809523809523,Biography Drama History Romance,king king george vi speech speech therapist throne,the king's speech  king king george vi speech speech therapist throne genre: Biography Drama History Romance
Twins ,Comedy|Crime,bare chested male|brother|catholic orphanage|long lost siblings|twins,6.0,107.0,0.5714285714285714,0.1984126984126984,Comedy Crime,bare chested male brother catholic orphanage long lost siblings twins,twins  bare chested male brother catholic orphanage long lost siblings twins genre: Comedy Crime
Scream: The TV Series             ,Crime|Drama|Horror|Mystery|Thriller,generation y|millennial generation|murder|teenage girl|throat slitting,7.3,45.0,0.7402597402597402,0.07539682539682538,Crime Drama Horror Mystery Thriller,generation y millennial generation murder teenage girl throat slitting,scream: the tv series              generation y millennial generation murder teenage girl throat slitting genre: Crime Drama Horror Mystery Thriller
The Yellow Handkerchief ,Drama|Romance,louisiana|overalls|road trip|southern u.s.|teenage boy,6.8,102.0,0.6753246753246752,0.1884920634920635,Drama Romance,louisiana overalls road trip southern u.s. teenage boy,the yellow handkerchief  louisiana overalls road trip southern u.s. teenage boy genre: Drama Romance
The Color Purple ,Drama,book strap|girl|racial discrimination|racial tension|stereotype,7.8,154.0,0.8051948051948051,0.29166666666666663,Drama,book strap girl racial discrimination racial tension stereotype,the color purple  book strap girl racial discrimination racial tension stereotype genre: Drama
Tidal Wave ,Action|Comedy|Drama|Thriller,korea|lifeguard|single father|tears|tsunami,5.7,103.0,0.5324675324675324,0.19047619047619047,Action Comedy Drama Thriller,korea lifeguard single father tears tsunami,tidal wave  korea lifeguard single father tears tsunami genre: Action Comedy Drama Thriller
Ben-Hur ,Adventure|Drama|History,chariot race|epic|false accusation|jerusalem|slave,6.1,141.0,0.5844155844155844,0.26587301587301587,Adventure Drama History,chariot race epic false accusation jerusalem slave,ben-hur  chariot race epic false accusation jerusalem slave genre: Adventure Drama History
The Imitation Game ,Biography|Drama|Thriller|War,crossword puzzle|cryptography|enigma code|gay lead character|world war two,8.1,114.0,0.844155844155844,0.21230158730158727,Biography Drama Thriller War,crossword puzzle cryptography enigma code gay lead character world war two,the imitation game  crossword puzzle cryptography enigma code gay lead character world war two genre: Biography Drama Thriller War
Private Benjamin ,Comedy|War,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,6.1,109.0,0.5844155844155844,0.20238095238095236,Comedy War,camera shot of feet female stockinged feet loss of husband pantyhose suntan pantyhose,private benjamin  camera shot of feet female stockinged feet loss of husband pantyhose suntan pantyhose genre: Comedy War
Coal Miner's Daughter ,Biography|Drama|Music|Musical,country music|kissing while having sex|poverty|singer|title based on song,7.5,124.0,0.7662337662337662,0.23214285714285712,Biography Drama Music Musical,country music kissing while having sex poverty singer title based on song,coal miner's daughter  country music kissing while having sex poverty singer title based on song genre: Biography Drama Music Musical
Diary of a Wimpy Kid ,Comedy|Family,cheese|diary|friend|middle school|school,6.2,94.0,0.5974025974025974,0.17261904761904762,Comedy Family,cheese diary friend middle school school,diary of a wimpy kid  cheese diary friend middle school school genre: Comedy Family
Mama ,Fantasy|Horror,aunt|children|death of sister|forest|hiding in a closet,6.2,100.0,0.5974025974025974,0.1845238095238095,Fantasy Horror,aunt children death of sister forest hiding in a closet,mama  aunt children death of sister forest hiding in a closet genre: Fantasy Horror
Halloween ,Horror|Thriller,halloween|masked killer|michael myers|slasher|trick or treat,7.9,101.0,0.8181818181818182,0.18650793650793648,Horror Thriller,halloween masked killer michael myers slasher trick or treat,halloween  halloween masked killer michael myers slasher trick or treat genre: Horror Thriller
National Lampoon's Vacation ,Adventure|Comedy,amusement park|dog|family vacation|national lampoon series|vacation,7.4,98.0,0.7532467532467533,0.18055555555555552,Adventure Comedy,amusement park dog family vacation national lampoon series vacation,national lampoon's vacation  amusement park dog family vacation national lampoon series vacation genre: Adventure Comedy
Bad Grandpa ,Comedy,child beauty pageant|grandson|hidden camera|jackass|road trip,6.6,102.0,0.6493506493506492,0.1884920634920635,Comedy,child beauty pageant grandson hidden camera jackass road trip,bad grandpa  child beauty pageant grandson hidden camera jackass road trip genre: Comedy
The Queen ,Biography|Drama,monarchy|prime minister|princess diana|queen|speech,7.3,94.0,0.7402597402597402,0.17261904761904762,Biography Drama,monarchy prime minister princess diana queen speech,the queen  monarchy prime minister princess diana queen speech genre: Biography Drama
Beetlejuice ,Comedy|Fantasy,attic|ghost|surrealism|teenage girl|yuppie,7.5,92.0,0.7662337662337662,0.16865079365079363,Comedy Fantasy,attic ghost surrealism teenage girl yuppie,beetlejuice  attic ghost surrealism teenage girl yuppie genre: Comedy Fantasy
Why Did I Get Married? ,Comedy|Drama,marriage|overweight|psychologist|secret|work,5.6,113.0,0.5194805194805194,0.2103174603174603,Comedy Drama,marriage overweight psychologist secret work,why did i get married?  marriage overweight psychologist secret work genre: Comedy Drama
Little Women ,Drama|Family|Romance,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,7.3,115.0,0.7402597402597402,0.21428571428571427,Drama Family Romance,civil war female protagonist post civil war reference to friedrich schiller u.s. civil war,little women  civil war female protagonist post civil war reference to friedrich schiller u.s. civil war genre: Drama Family Romance
The Woman in Black ,Drama|Fantasy|Horror|Thriller,afterlife|baby boy|bird in a cage|ghost|reunited family,6.4,95.0,0.6233766233766234,0.1746031746031746,Drama Fantasy Horror Thriller,afterlife baby boy bird in a cage ghost reunited family,the woman in black  afterlife baby boy bird in a cage ghost reunited family genre: Drama Fantasy Horror Thriller
When a Stranger Calls ,Horror|Thriller,babysitting|cell phone|high school|nightmare|teenager,5.0,87.0,0.4415584415584416,0.15873015873015872,Horror Thriller,babysitting cell phone high school nightmare teenager,when a stranger calls  babysitting cell phone high school nightmare teenager genre: Horror Thriller
Big Fat Liar ,Adventure|Comedy|Family,brunette|film producer|liar|prank|stunt,5.4,88.0,0.49350649350649356,0.1607142857142857,Adventure Comedy Family,brunette film producer liar prank stunt,big fat liar  brunette film producer liar prank stunt genre: Adventure Comedy Family
The Deer Hunter ,Drama|War,escape|friend|party|pittsburgh steelers|vietnam,8.2,183.0,0.8571428571428571,0.3492063492063492,Drama War,escape friend party pittsburgh steelers vietnam,the deer hunter  escape friend party pittsburgh steelers vietnam genre: Drama War
Wag the Dog ,Comedy|Drama,death|election|hollywood|president|scandal,7.1,97.0,0.7142857142857142,0.17857142857142855,Comedy Drama,death election hollywood president scandal,wag the dog  death election hollywood president scandal genre: Comedy Drama
The Lizzie McGuire Movie ,Adventure|Comedy|Family|Music|Romance,best friend|roma|singer|spaghetti|teenager,5.3,94.0,0.48051948051948046,0.17261904761904762,Adventure Comedy Family Music Romance,best friend roma singer spaghetti teenager,the lizzie mcguire movie  best friend roma singer spaghetti teenager genre: Adventure Comedy Family Music Romance
Snitch ,Action|Drama|Thriller,cigarette smoking|dea|drugs|inspired by true events|undercover,6.5,112.0,0.6363636363636364,0.20833333333333331,Action Drama Thriller,cigarette smoking dea drugs inspired by true events undercover,snitch  cigarette smoking dea drugs inspired by true events undercover genre: Action Drama Thriller
Krampus ,Comedy|Fantasy|Horror,christmas|german|holiday|krampus|santa claus,6.2,98.0,0.5974025974025974,0.18055555555555552,Comedy Fantasy Horror,christmas german holiday krampus santa claus,krampus  christmas german holiday krampus santa claus genre: Comedy Fantasy Horror
The Faculty ,Horror|Mystery|Sci-Fi,alien|high school|ohio|photographer|water,6.4,104.0,0.6233766233766234,0.19246031746031744,Horror Mystery Sci-Fi,alien high school ohio photographer water,the faculty  alien high school ohio photographer water genre: Horror Mystery Sci-Fi
What's Love Got to Do with It ,Biography|Drama|Music,abusive husband|love|singer|tina turner|violence,7.2,118.0,0.7272727272727273,0.22023809523809523,Biography Drama Music,abusive husband love singer tina turner violence,what's love got to do with it  abusive husband love singer tina turner violence genre: Biography Drama Music
Cop Land ,Crime|Drama|Thriller,corruption|faked death|falling off a roof|internal affairs|nypd,6.9,120.0,0.6883116883116883,0.2242063492063492,Crime Drama Thriller,corruption faked death falling off a roof internal affairs nypd,cop land  corruption faked death falling off a roof internal affairs nypd genre: Crime Drama Thriller
Not Another Teen Movie ,Comedy,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,5.7,99.0,0.5324675324675324,0.18253968253968253,Comedy,cheerleader foreign exchange student incestuous desire incestuous kiss prom,not another teen movie  cheerleader foreign exchange student incestuous desire incestuous kiss prom genre: Comedy
End of Watch ,Crime|Drama|Thriller,lapd|police|police officer|south central los angeles|street gang,7.7,109.0,0.7922077922077921,0.20238095238095236,Crime Drama Thriller,lapd police police officer south central los angeles street gang,end of watch  lapd police police officer south central los angeles street gang genre: Crime Drama Thriller
Aloha ,Comedy|Drama|Romance,box office flop|critically bashed|hawaii|one word title|written by director,5.4,105.0,0.49350649350649356,0.19444444444444442,Comedy Drama Romance,box office flop critically bashed hawaii one word title written by director,aloha  box office flop critically bashed hawaii one word title written by director genre: Comedy Drama Romance
The Skulls ,Action|Crime|Drama|Thriller,college|friend|ivy league|secret society|suicide,5.6,106.0,0.5194805194805194,0.1964285714285714,Action Crime Drama Thriller,college friend ivy league secret society suicide,the skulls  college friend ivy league secret society suicide genre: Action Crime Drama Thriller
The Theory of Everything ,Biography|Drama|Romance,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,7.7,123.0,0.7922077922077921,0.23015873015873015,Biography Drama Romance,based on memoir cambridge university husband wife relationship lou gehrig's disease physicist,the theory of everything  based on memoir cambridge university husband wife relationship lou gehrig's disease physicist genre: Biography Drama Romance
Malibu's Most Wanted ,Comedy|Crime,los angeles california|person in car trunk|racial impersonation|south asian|street gang,5.1,86.0,0.4545454545454545,0.15674603174603174,Comedy Crime,los angeles california person in car trunk racial impersonation south asian street gang,malibu's most wanted  los angeles california person in car trunk racial impersonation south asian street gang genre: Comedy Crime
Where the Heart Is ,Comedy|Drama|Romance,birth|oklahoma|photographer|tennessee|wal mart,6.8,120.0,0.6753246753246752,0.2242063492063492,Comedy Drama Romance,birth oklahoma photographer tennessee wal mart,where the heart is  birth oklahoma photographer tennessee wal mart genre: Comedy Drama Romance
Lawrence of Arabia ,Adventure|Biography|Drama|History|War,arab|british military|desert|ottoman empire|t.e. lawrence,8.4,227.0,0.8831168831168831,0.43650793650793646,Adventure Biography Drama History War,arab british military desert ottoman empire t.e. lawrence,lawrence of arabia  arab british military desert ottoman empire t.e. lawrence genre: Adventure Biography Drama History War
Halloween II ,Horror,halloween|hospital|michael myers|rampage|vomiting,4.9,119.0,0.4285714285714286,0.2222222222222222,Horror,halloween hospital michael myers rampage vomiting,halloween ii  halloween hospital michael myers rampage vomiting genre: Horror
Wild ,Adventure|Biography|Drama,female protagonist|grief|hiking|loss of mother|mother daughter relationship,7.1,115.0,0.7142857142857142,0.21428571428571427,Adventure Biography Drama,female protagonist grief hiking loss of mother mother daughter relationship,wild  female protagonist grief hiking loss of mother mother daughter relationship genre: Adventure Biography Drama
The Last House on the Left ,Crime|Horror|Thriller,kidnapping|lake|microwave oven|psychopath|woods,6.6,114.0,0.6493506493506492,0.21230158730158727,Crime Horror Thriller,kidnapping lake microwave oven psychopath woods,the last house on the left  kidnapping lake microwave oven psychopath woods genre: Crime Horror Thriller
The Wedding Date ,Comedy|Romance,chick flick|escort|male escort|wedding|wedding date,6.1,90.0,0.5844155844155844,0.16468253968253965,Comedy Romance,chick flick escort male escort wedding wedding date,the wedding date  chick flick escort male escort wedding wedding date genre: Comedy Romance
Halloween: Resurrection ,Comedy|Horror|Thriller,cult film|halloween|killer|michael myers|serial killer,4.1,94.0,0.3246753246753247,0.17261904761904762,Comedy Horror Thriller,cult film halloween killer michael myers serial killer,halloween: resurrection  cult film halloween killer michael myers serial killer genre: Comedy Horror Thriller
Clash of the Titans ,Action|Adventure|Fantasy,famous line|hand to hand combat|kraken|rape|zeus,5.8,106.0,0.5454545454545454,0.1964285714285714,Action Adventure Fantasy,famous line hand to hand combat kraken rape zeus,clash of the titans  famous line hand to hand combat kraken rape zeus genre: Action Adventure Fantasy
The Princess Bride ,Adventure|Family|Fantasy|Romance,fairy tale|giant|pirate|princess|true love,8.1,98.0,0.844155844155844,0.18055555555555552,Adventure Family Fantasy Romance,fairy tale giant pirate princess true love,the princess bride  fairy tale giant pirate princess true love genre: Adventure Family Fantasy Romance
The Great Debaters ,Biography|Drama,college|debate|student|texas|wiley college,7.6,126.0,0.7792207792207791,0.2361111111111111,Biography Drama,college debate student texas wiley college,the great debaters  college debate student texas wiley college genre: Biography Drama
Drive ,Crime|Drama,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,7.8,100.0,0.8051948051948051,0.1845238095238095,Crime Drama,kissing in an elevator mythical hero neo noir protective male silent protagonist,drive  kissing in an elevator mythical hero neo noir protective male silent protagonist genre: Crime Drama
Confessions of a Teenage Drama Queen ,Comedy|Family|Music|Romance,band|friend|new york city|suburb|teenager,4.6,89.0,0.3896103896103895,0.16269841269841268,Comedy Family Music Romance,band friend new york city suburb teenager,confessions of a teenage drama queen  band friend new york city suburb teenager genre: Comedy Family Music Romance
The Object of My Affection ,Comedy|Drama|Romance,baby|dancing|gay|name calling|penis slur,6.0,111.0,0.5714285714285714,0.20634920634920634,Comedy Drama Romance,baby dancing gay name calling penis slur,the object of my affection  baby dancing gay name calling penis slur genre: Comedy Drama Romance
28 Weeks Later ,Drama|Horror|Sci-Fi,paris france|rage|sniper|u.s. army|zombie apocalypse,7.0,100.0,0.7012987012987012,0.1845238095238095,Drama Horror Sci-Fi,paris france rage sniper u.s. army zombie apocalypse,28 weeks later  paris france rage sniper u.s. army zombie apocalypse genre: Drama Horror Sci-Fi
When the Game Stands Tall ,Drama|Family|Sport,coach|high school football,6.7,115.0,0.6623376623376623,0.21428571428571427,Drama Family Sport,coach high school football,when the game stands tall  coach high school football genre: Drama Family Sport
Because of Winn-Dixie ,Comedy|Drama|Family,10 year old|dog|florida|girl|supermarket,6.4,106.0,0.6233766233766234,0.1964285714285714,Comedy Drama Family,10 year old dog florida girl supermarket,because of winn-dixie  10 year old dog florida girl supermarket genre: Comedy Drama Family
Love & Basketball ,Drama|Romance|Sport,basketball movie|female basketball player|high school|nba|title directed by female,7.2,124.0,0.7272727272727273,0.23214285714285712,Drama Romance Sport,basketball movie female basketball player high school nba title directed by female,love & basketball  basketball movie female basketball player high school nba title directed by female genre: Drama Romance Sport
Grosse Pointe Blank ,Action|Comedy|Crime|Romance|Thriller,assassin|high school|high school reunion|reunion|suburb,7.4,107.0,0.7532467532467533,0.1984126984126984,Action Comedy Crime Romance Thriller,assassin high school high school reunion reunion suburb,grosse pointe blank  assassin high school high school reunion reunion suburb genre: Action Comedy Crime Romance Thriller
All About Steve ,Comedy|Romance,blind date|crossword puzzle|eccentric|fall|mine shaft,4.8,99.0,0.4155844155844155,0.18253968253968253,Comedy Romance,blind date crossword puzzle eccentric fall mine shaft,all about steve  blind date crossword puzzle eccentric fall mine shaft genre: Comedy Romance
Book of Shadows: Blair Witch 2 ,Adventure|Fantasy|Horror|Mystery|Thriller,convenience store|digit in title|punctuation in title|violence|witch,4.0,90.0,0.3116883116883117,0.16468253968253965,Adventure Fantasy Horror Mystery Thriller,convenience store digit in title punctuation in title violence witch,book of shadows: blair witch 2  convenience store digit in title punctuation in title violence witch genre: Adventure Fantasy Horror Mystery Thriller
The Craft ,Drama|Fantasy|Horror|Thriller,coven|occult|outcast|spell|witch,6.2,101.0,0.5974025974025974,0.18650793650793648,Drama Fantasy Horror Thriller,coven occult outcast spell witch,the craft  coven occult outcast spell witch genre: Drama Fantasy Horror Thriller
Match Point ,Drama|Romance|Thriller,extramarital affair|infidelity|irony of fate|surprise ending|tennis,7.7,119.0,0.7922077922077921,0.2222222222222222,Drama Romance Thriller,extramarital affair infidelity irony of fate surprise ending tennis,match point  extramarital affair infidelity irony of fate surprise ending tennis genre: Drama Romance Thriller
Ramona and Beezus ,Adventure|Comedy|Family|Fantasy,aunt|cat|death of pet|girl|no opening credits,6.7,103.0,0.6623376623376623,0.19047619047619047,Adventure Comedy Family Fantasy,aunt cat death of pet girl no opening credits,ramona and beezus  aunt cat death of pet girl no opening credits genre: Adventure Comedy Family Fantasy
The Remains of the Day ,Drama|Romance,butler|housekeeper|manor|servant|service,7.9,134.0,0.8181818181818182,0.251984126984127,Drama Romance,butler housekeeper manor servant service,the remains of the day  butler housekeeper manor servant service genre: Drama Romance
Boogie Nights ,Drama,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,7.9,155.0,0.8181818181818182,0.2936507936507936,Drama,1970s adult entertainment industry nightclub porn industry san fernando valley california,boogie nights  1970s adult entertainment industry nightclub porn industry san fernando valley california genre: Drama
Nowhere to Run ,Action|Crime|Drama|Romance|Thriller,business|escaped convict|farm|motorcycle|widow,5.5,94.0,0.5064935064935064,0.17261904761904762,Action Crime Drama Romance Thriller,business escaped convict farm motorcycle widow,nowhere to run  business escaped convict farm motorcycle widow genre: Action Crime Drama Romance Thriller
